source_id,first_name,last_name,institution
1990,Shiro,Ikeda,
1990,Shun-ichi,Amari,
1976,Mário,Figueiredo,
1947,Takashi,Morie,
1947,Tomohiro,Matsuura,
1947,Makoto,Nagata,
1947,Atsushi,Iwata,
1971,Michiro,Negishi,
1971,Stephen,Hanson,
1973,Brendan,Frey,
1973,Anitha,Kannan,
1973,Nebojsa,Jojic,
2057,Marcello,Pelillo,
2085,Lawrence,Saul,
2085,Daniel,Lee,
1956,Matthew,Beal,
1956,Zoubin,Ghahramani,
1956,Carl,Rasmussen,
1959,Qi,Zhang,
1959,Sally,Goldman,
2104,K.,Wong,
2104,F.,Li,
2006,Hiroyuki,Nakahara,
2006,Shun-ichi,Amari,
2019,Rómer,Rosales,
2019,Stan,Sclaroff,
2124,A.,Bofill,
2124,D.,Thompson,
2124,Alan,Murray,
2008,Igor,Cadez,
2008,P. S.,Bradley,
1961,Mikhail,Belkin,
1961,Partha,Niyogi,
2130,S.,Narayanan,
2130,Daniel,Jurafsky,
2009,Anand,Rangarajan,
2009,Alan,Yuille,
2053,Gregory,Grudic,
2053,Lyle,Ungar,
2078,Michael,Collins,
2078,S.,Dasgupta,
2078,Robert,Schapire,
2036,Gert,Lanckriet,
2036,Laurent,Ghaoui,
2036,Chiranjib,Bhattacharyya,
2036,Michael,Jordan,
2132,J.,Bi,
2132,Kristin,Bennett,
1980,Michael,Zibulevsky,
1980,Pavel,Kisilev,
1980,Yehoshua,Zeevi,
1980,Barak,Pearlmutter,
2086,Frank,Meinecke,
2086,Andreas,Ziehe,
2086,Motoaki,Kawanabe,
2086,Klaus-Robert,Müller,
2064,Pedro,Domingos,
2064,Geoff,Hulten,
2060,James,Coughlan,
2060,Alan,Yuille,
2071,Marcus,Hutter,
1982,H.,Colonius,
1982,A.,Diederich,
2134,Michail,Lagoudakis,
2134,Ronald,Parr,
2184,Jarmo,Hurri,
2184,Aapo,Hyvärinen,
2213,Christopher,Atkeson,
2213,Jun,Morimoto,
2226,James,Park,
2226,Adnan,Darwiche,
2262,Brochu,Eric,
2262,Nando,de Freitas,
2176,Bernd,Fischer,
2176,Johann,Schumann,
2176,Wray,Buntine,
2176,Alexander,Gray,
2215,Volker,Roth,
2215,Julian,Laub,
2215,Klaus-Robert,Müller,
2215,Joachim,Buhmann,
2327,Craig,Saunders,
2327,Alexei,Vinokourov,
2327,John,Shawe-taylor,
2223,Gal,Chechik,
2223,Naftali,Tishby,
2311,Jakob,Heinzle,
2311,Alan,Stocker,
2259,Willem,Zuidema,
2212,Anitha,Kannan,
2212,Nebojsa,Jojic,
2212,Brendan,Frey,
2205,Lavi,Shpigelman,
2205,Yoram,Singer,
2205,Rony,Paz,
2205,Eilon,Vaadia,
2273,Jean-philippe,Vert,
2273,Minoru,Kanehisa,
2190,R.,Vogelstein,
2190,Francesco,Tenore,
2190,Ralf,Philipp,
2190,Miriam,Adlerstein,
2190,David,Goldberg,
2190,Gert,Cauwenberghs,
2147,Ronen,Brafman,
2147,Moshe,Tennenholtz,
2281,Dan,Pelleg,
2281,Andrew,Moore,
2181,Chen,Yanover,
2181,Yair,Weiss,
2245,Bernd,Porr,
2245,Florentin,Wörgötter,
2199,Martin,Szummer,
2199,Tommi,Jaakkola,
2290,Balázs,Kégl,
2179,Eleazar,Eskin,
2179,Jason,Weston,
2179,William,Noble,
2179,Christina,Leslie,
2296,Robert,Gramacy,
2296,Manfred K.,Warmuth,
2296,Scott,Brandt,
2296,Ismail,Ari,
2219,Nathaniel,Daw,
2219,Aaron,Courville,
2219,David,Touretzky,
2210,David,Ross,
2210,Richard,Zemel,
2323,Kinh,Tieu,
2323,Erik,Miller,
2192,Pascal,Poupart,
2192,Craig,Boutilier,
2295,Sariel,Har-Peled,
2295,Dan,Roth,
2295,Dav,Zimak,
2178,W,Wu,
2178,M.,Black,
2178,Y.,Gao,
2178,M.,Serruya,
2178,A.,Shaikhouni,
2178,J.,Donoghue,
2178,Elie,Bienenstock,
2160,Harald,Steck,
2160,Tommi,Jaakkola,
2138,J.,Shapiro,
2242,Shantanu,Chakrabartty,
2242,Gert,Cauwenberghs,
2189,Alexandre,Romariz,
2189,Kelvin,Wagner,
2154,Nicolò,Cesa-bianchi,
2154,Alex,Conconi,
2154,Claudio,Gentile,
2183,Chakra,Chennubhotla,
2183,Allan,Jepson,
2175,Anton,Schwaighofer,
2175,Volker,Tresp,
2175,Peter,Mayer,
2175,Alexander,Scheel,
2175,Gerhard,Müller,
2322,Ralf,Schoknecht,
2294,Maneesh,Sahani,
2294,Jennifer,Linden,
2342,Michael,Deweese,
2342,Anthony,Zador,
2140,Auke,Ijspeert,
2140,Jun,Nakanishi,
2140,Stefan,Schaal,
2249,Daniel,Navarro,
2249,Michael,Lee,
2150,Zoubin,Ghahramani,
2150,Carl,Rasmussen,
2167,Yan,Karklin,
2167,Michael,Lewicki,
2196,Tong,Zhang,
2263,Luis,Ortiz,
2263,Michael,Kearns,
2331,Giacomo,Indiveri,
2238,Hagai,Attias,
2142,Aaron,Gruber,
2142,Sara,Solla,
2142,James,Houk,
2231,Elad,Schneidman,
2231,William,Bialek,
2231,Michael,Ii,
2301,Samy,Bengio,
2268,William,Freeman,
2268,Antonio,Torralba,
2305,Cody,Kwok,
2305,Dieter,Fox,
2305,Marina,Meila,
2258,Kenji,Fukumizu,
2258,Shotaro,Akaho,
2258,Shun-ichi,Amari,
2203,Pascal,Vincent,
2203,Yoshua,Bengio,
2244,Naonori,Ueda,
2244,Kazumi,Saito,
2230,Anton,Schwaighofer,
2230,Volker,Tresp,
2166,Gunnar,Rätsch,
2166,Sebastian,Mika,
2166,Alex,Smola,
2211,Brian,Taba,
2211,Kwabena,Boahen,
2161,Sachin,Kajarekar,
2161,Hynek,Hermansky,
2151,Ehud,Ben-reuven,
2151,Yoram,Singer,
2339,Wim,Wiegerinck,
2339,Tom,Heskes,
2139,Tilman,Lange,
2139,Mikio,Braun,
2139,Volker,Roth,
2139,Joachim,Buhmann,
2254,Michael,Eisele,
2254,Kenneth,Miller,
2180,Yee,Teh,
2180,Sam,Roweis,
2236,Seth,Bridges,
2236,Miguel,Figueroa,
2236,Chris,Diorio,
2236,David,Hsu,
2298,Saharon,Rosset,
2298,Eran,Segal,
2232,Stuart,Andrews,
2232,Ioannis,Tsochantaridis,
2232,Thomas,Hofmann,
2299,Jürgen,Schmidhuber,
2168,Tatsuto,Murayama,
2168,Masato,Okada,
2318,Herbert,Jaeger,
2289,Lawrence,Saul,
2289,Daniel,Lee,
2289,Charles,Isbell,
2289,Yann,Cun,
2340,Jon,Kleinberg,
2225,Robert,Jacobs,
2225,Melissa,Dominguez,
2300,Olivier,Bousquet,
2300,Daniel,Herrmann,
2292,Koji,Tsuda,
2292,Motoaki,Kawanabe,
2292,Klaus-Robert,Müller,
2239,Nicholas,Hughes,
2239,David,Lowe,
2310,Peter,Dayan,
2310,Maneesh,Sahani,
2310,Gregoire,Deback,
2228,Michail,Lagoudakis,
2228,Ronald,Parr,
2207,Liam,Paninski,
2204,Khashayar,Rohanimanesh,
2204,Sridhar,Mahadevan,
2260,Kwokleung,Chan,
2260,Te-Won,Lee,
2260,Terrence,Sejnowski,
2269,Amnon,Shashua,
2269,Anat,Levin,
2200,David,Grimes,
2200,Rajesh,Rao,
2267,Ron,Meir,
2267,Tong,Zhang,
2216,Guy,Lebanon,
2216,John,Lafferty,
2221,Baback,Moghaddam,
2221,Gregory,Shakhnarovich,
2287,E.,Solak,
2287,R.,Murray-smith,
2287,W.,Leithead,
2287,D.,Leith,
2287,Carl,Rasmussen,
2141,Vin,Silva,
2141,Joshua,Tenenbaum,
2293,Francis,Bach,
2293,Michael,Jordan,
2276,Geoffrey,Hinton,
2276,Sam,Roweis,
2330,David,Barber,
2307,Wolfgang,Maass,
2307,Thomas,Natschläger,
2307,Henry,Markram,
2252,David,Fass,
2252,Jacob,Feldman,
2234,Rong,Jin,
2234,Zoubin,Ghahramani,
2265,Dmitri,Chklovskii,
2265,Armen,Stepanyants,
2198,Clayton,Scott,
2198,Robert,Nowak,
2317,John,Langford,
2317,John,Shawe-Taylor,
2158,David,Danks,
2158,Thomas,Griffiths,
2158,Joshua,Tenenbaum,
2312,Tatyana,Sharpee,
2312,Nicole,Rust,
2312,William,Bialek,
2325,Dan,Klein,
2325,Christopher,Manning,
2229,Javier,Movellan,
2229,Thomas,Wachtler,
2229,Thomas,Albright,
2229,Terrence,Sejnowski,
2163,Elzbieta,Pekalska,
2163,David,Tax,
2163,Robert,Duin,
2191,Finnegan,Southey,
2191,Dale,Schuurmans,
2191,Ali,Ghodsi,
2283,Kenneth,Malmberg,
2283,René,Zeelenberg,
2283,Richard,Shiffrin,
2272,Alex,Smola,
2272,S.v.n.,Vishwanathan,
2246,Peter,Dayan,
2246,Angela,Yu,
2321,Sepp,Hochreiter,
2321,Klaus,Obermayer,
2316,Jaz,Kandola,
2316,Nello,Cristianini,
2316,John,Shawe-taylor,
2335,Maneesh,Sahani,
2335,Jennifer,Linden,
2173,Joaquin,Candela,
2173,Ole,Winther,
2343,David,Barber,
2144,Geoffrey,Gordon,
2334,Christian,Machens,
2334,Michael,Wehr,
2334,Anthony,Zador,
2284,Neville,Sanjana,
2284,Joshua,Tenenbaum,
2337,Arunava,Banerjee,
2337,Alexandre,Pouget,
2186,Patrick,Wolfe,
2186,Simon,Godsill,
2162,Rubén,Morales-Menéndez,
2162,Nando,de Freitas,
2162,David,Poole,
2170,R.,Carmona,
2170,F.,Jiménez-garrido,
2170,R.,Dominguez-castro,
2170,S.,Espejo,
2170,A.,Rodriguez-vázquez,
2315,Michael,Tipping,
2315,Christopher,Bishop,
2165,Matthew,Brand,
2195,Emanuel,Todorov,
2195,Michael,Jordan,
2224,Gil-jin,Jang,
2224,Te-Won,Lee,
2243,Alex,Holub,
2243,Gilles,Laurent,
2243,Pietro,Perona,
2222,Glenn,Fung,
2222,Olvi,Mangasarian,
2222,Jude,Shavlik,
2146,Guy,Lebanon,
2146,John,Lafferty,
2274,Thomas,Strohmann,
2274,Gregory,Grudic,
2279,Ofer,Dekel,
2279,Yoram,Singer,
2291,William,Cohen,
2172,Christopher,Bishop,
2172,David,Spiegelhalter,
2172,John,Winn,
2143,Theodore,Perkins,
2143,Doina,Precup,
2250,Bin,Wu,
2250,K.,Wong,
2250,David,Bodoff,
2319,Nicholas,Roy,
2319,Geoffrey,Gordon,
2271,Amos,Storkey,
2155,Trevor,Hastie,
2155,Rob,Tibshirani,
2336,Peter,Meinicke,
2336,Thorsten,Twellmann,
2336,Helge,Ritter,
2152,Patrik,Hoyer,
2152,Aapo,Hyvärinen,
2320,Guido,Dornhege,
2320,Benjamin,Blankertz,
2320,Gabriel,Curio,
2320,Klaus-Robert,Müller,
2285,Matthew,Snover,
2285,Michael,Brent,
2235,Marina,Sokolova,
2235,Mario,Marchand,
2235,Nathalie,Japkowicz,
2235,John,Shawe-taylor,
2218,B.,Caputo,
2218,Gy.,Dorkó,
2237,Duane,Nykamp,
2188,Luk,Yeung,
2188,Brian,Blais,
2188,Leon,Cooper,
2188,Harel,Shouval,
2217,David,Martin,
2217,Charless,Fowlkes,
2217,Jitendra,Malik,
2338,Stella,Yu,
2338,Ralph,Gross,
2338,Jianbo,Shi,
2241,Benjamin,Roy,
2241,Daniela,Farias,
2177,Max,Welling,
2177,Simon,Osindero,
2177,Geoffrey,Hinton,
2261,Koby,Crammer,
2261,Ran,Gilad-bachrach,
2261,Amir,Navot,
2261,Naftali,Tishby,
2169,Nuno,Vasconcelos,
2329,Alon,Fishbach,
2329,Bradford,May,
2248,Luis,Ortiz,
2248,David,McAllester,
2145,Phil,Sallee,
2145,Bruno,Olshausen,
2255,Sumio,Watanabe,
2255,Shun-ichi,Amari,
2288,Christopher,Williams,
2288,Michalis,Titsias,
2164,Eric,Xing,
2164,Michael,Jordan,
2164,Stuart,Russell,
2164,Andrew,Ng,
2341,Ali,Rahimi,
2341,Trevor,Darrell,
2193,Cheng,Ong,
2193,Robert,Williamson,
2193,Alex,Smola,
2153,Thomas,Griffiths,
2153,Mark,Steyvers,
2278,Dmitry,Pavlov,
2278,David,Pennock,
2264,Albert,Parker,
2264,Tomá\v,Gedeon,
2264,Alexander,Dimitrov,
2275,Max,Welling,
2275,Richard,Zemel,
2275,Geoffrey,Hinton,
2270,Christian,Eurich,
2208,Ralf,Schoknecht,
2208,Artur,Merke,
2194,David,Cohn,
2253,Zach,Solan,
2253,Eytan,Ruppin,
2253,David,Horn,
2253,Shimon,Edelman,
2174,Shinji,Watanabe,
2174,Yasuhiro,Minami,
2174,Atsushi,Nakamura,
2174,Naonori,Ueda,
2220,Tom,Heskes,
2149,Hanna,Pasula,
2149,Bhaskara,Marthi,
2149,Brian,Milch,
2149,Stuart,Russell,
2149,Ilya,Shpitser,
2240,Ralf,Herbrich,
2240,Neil,Lawrence,
2240,Matthias,Seeger,
2182,Leonid,Taycher,
2182,John,Iii,
2182,Trevor,Darrell,
2157,Anat,Levin,
2157,Assaf,Zomet,
2157,Yair,Weiss,
2251,Szabolcs,Káli,
2251,Peter,Dayan,
2324,Alexei,Vinokourov,
2324,Nello,Cristianini,
2324,John,Shawe-Taylor,
2257,Olivier,Chapelle,
2257,Jason,Weston,
2257,Bernhard,Schölkopf,
2282,Eric,Xing,
2282,Michael,Jordan,
2282,Richard,Karp,
2282,Stuart,Russell,
2303,Maxim,Likhachev,
2303,Sven,Koenig,
2209,Alistair,Bray,
2209,Dominique,Martinez,
2314,Guoning,Hu,
2314,Deliang,Wang,
2280,Fei,Sha,
2280,Lawrence,Saul,
2280,Daniel,Lee,
2202,Koby,Crammer,
2202,Joseph,Keshet,
2202,Yoram,Singer,
2159,Corinna,Cortes,
2159,Patrick,Haffner,
2159,Mehryar,Mohri,
2247,Matthias,Franz,
2247,Javaan,Chahl,
2297,Jason,Weston,
2297,Olivier,Chapelle,
2297,Vladimir,Vapnik,
2297,André,Elisseeff,
2297,Bernhard,Schölkopf,
2233,Shih-Chii,Liu,
2233,Malte,Boegershausen,
2233,Pascal,Suter,
2148,Sepp,Hochreiter,
2148,Michael,Mozer,
2148,Klaus,Obermayer,
2187,Laurent,Ghaoui,
2187,Michael,Jordan,
2187,Gert,Lanckriet,
2201,Matthias,Bethge,
2201,David,Rotermund,
2201,Klaus,Pawelzik,
2308,Martin,Law,
2308,Anil,Jain,
2308,Mário,Figueiredo,
2304,Jun,Morimoto,
2304,Christopher,Atkeson,
2332,Joshua,Tenenbaum,
2332,Thomas,Griffiths,
2197,Sergey,Kirshner,
2197,Igor,Cadez,
2197,Padhraic,Smyth,
2197,Chandrika,Kamath,
2266,Stan,Li,
2266,Zhenqiu,Zhang,
2266,Heung-yeung,Shum,
2266,Hongjiang,Zhang,
2156,Yves,Grandvalet,
2156,Stéphane,Canu,
2227,Peter,Sykacek,
2227,Stephen,Roberts,
2185,Dörthe,Malzahn,
2185,Manfred,Opper,
2326,Terry,Elliott,
2326,Jörg,Kramer,
2313,Agathe,Girard,
2313,Carl,Rasmussen,
2313,Joaquin,Candela,
2313,Roderick,Murray-Smith,
2214,Noam,Slonim,
2214,Yair,Weiss,
2309,Christopher,Williams,
2309,John,Shawe-taylor,
2344,David,Hsu,
2344,Seth,Bridges,
2344,Miguel,Figueroa,
2344,Chris,Diorio,
2256,Peter,Meinicke,
2256,Matthias,Kaper,
2256,Florian,Hoppe,
2256,Manfred,Heumann,
2256,Helge,Ritter,
2333,Yasemin,Altun,
2333,Thomas,Hofmann,
2333,Mark,Johnson,
2171,Xiaofeng,Wang,
2171,Tuomas,Sandholm,
2306,Mikhail,Belkin,
2306,Partha,Niyogi,
2286,Marshall,Tappen,
2286,William,Freeman,
2286,Edward,Adelson,
2328,Eric,Allender,
2328,Sanjeev,Arora,
2328,Michael,Kearns,
2328,Cristopher,Moore,
2328,Alexander,Russell,
2277,M.S.,Bartlett,
2277,G.C.,Littlewort,
2277,T.J.,Sejnowski,
2277,J.R.,Movellan,
2206,Martin,Wainwright,
2206,Tommi,Jaakkola,
2206,Alan,Willsky,
2302,Gianluca,Pollastri,
2302,Pierre,Baldi,
2302,Alessandro,Vullo,
2302,Paolo,Frasconi,
2491,Ryan,Kelly,
2491,Tai Sing,Lee,
2419,Max,Welling,
2419,Yee,Teh,
2400,Max,Welling,
2400,Andriy,Mnih,
2400,Geoffrey,Hinton,
2454,Ting-fan,Wu,
2454,Chih-jen,Lin,
2454,Ruby,Weng,
2389,Thomas,Natschläger,
2389,Wolfgang,Maass,
2520,Michael,Fink,
2520,Pietro,Perona,
2535,Cynthia,Rudin,
2535,Ingrid,Daubechies,
2535,Robert,Schapire,
2448,Ciamac,Moallemi,
2448,Benjamin,Roy,
2371,Alice,Zheng,
2371,Michael,Jordan,
2371,Ben,Liblit,
2371,Alex,Aiken,
2351,Pedro,Moreno,
2351,Purdy,Ho,
2351,Nuno,Vasconcelos,
2474,Victor,Lavrenko,
2474,R.,Manmatha,
2474,Jiwoon,Jeon,
2522,Peter,Thomas,
2522,Donald,Spencer,
2522,Sierra,Hampton,
2522,Peter,Park,
2522,Joseph,Zurkus,
2433,Saharon,Rosset,
2433,Ji,Zhu,
2433,Trevor,Hastie,
2391,Radford,Neal,
2391,Matthew,Beal,
2391,Sam,Roweis,
2462,Vladimir,Vovk,
2462,Glenn,Shafer,
2462,Ilia,Nouretdinov,
2375,Adria,Bofill-i-petit,
2375,Alan,Murray,
2496,Jason,Weston,
2496,Dengyong,Zhou,
2496,André,Elisseeff,
2496,William,Noble,
2496,Christina,Leslie,
2463,David,Donoho,
2463,Victoria,Stodden,
2412,Maneesh,Sahani,
2385,Koby,Crammer,
2385,Jaz,Kandola,
2385,Yoram,Singer,
2538,Noam,Shental,
2538,Assaf,Zomet,
2538,Tomer,Hertz,
2538,Yair,Weiss,
2465,Ben,Taskar,
2465,Ming-fai,Wong,
2465,Pieter,Abbeel,
2465,Daphne,Koller,
2479,Fang,Fang,
2479,Daniel,Kersten,
2479,Paul,Schrater,
2479,Alan,Yuille,
2430,Milos,Hauskrecht,
2430,Branislav,Kveton,
2348,D.,Philipona,
2348,J.k.,O'regan,
2348,J.-p.,Nadal,
2348,Olivier,Coenen,
2531,Ofer,Dekel,
2531,Yoram,Singer,
2531,Christopher,Manning,
2526,Greg,Hamerly,
2526,Charles,Elkan,
2353,Jianxin,Wu,
2353,James,Rehg,
2353,Matthew,Mullin,
2443,Jakob,Verbeek,
2443,Sam,Roweis,
2443,Nikos,Vlassis,Adobe Research
2467,Zach,Solan,
2467,David,Horn,
2467,Eytan,Ruppin,
2467,Shimon,Edelman,
2377,Benjamin,Marlin,
2452,Marc,Toussaint,
2427,Harald,Steck,
2427,Tommi,Jaakkola,
2539,Vincent,Bonin,
2539,Valerio,Mante,
2539,Matteo,Carandini,
2447,Dengyong,Zhou,
2447,Jason,Weston,
2447,Arthur,Gretton,
2447,Olivier,Bousquet,
2447,Bernhard,Schölkopf,
2483,Dörthe,Malzahn,
2483,Manfred,Opper,
2451,Tong,Zhang,
2446,Bertram,Shi,
2446,Eric,Tsang,
2367,Arnab,Nilim,
2367,Laurent,Ghaoui,
2508,Cynthia,Archer,
2508,Todd,Leen,
2508,António,Baptista,
2524,Virginia,Sa,
2350,Christopher,Paciorek,
2350,Mark,Schervish,
2495,Michael,Kearns,
2495,Luis,Ortiz,
2489,Daniela,de Farias,
2489,Nimrod,Megiddo,
2490,Artur,Garcez,
2490,Luis,Lamb,
2378,J.,Bagnell,
2378,Sham,Kakade,
2378,Jeff,Schneider,
2378,Andrew,Ng,
2383,Yuuya,Sugita,
2383,Jun,Tani,
2438,Michael,Jordan,
2438,Martin,Wainwright,
2355,Salvador,Ruiz-correa,
2355,Linda,Shapiro,
2355,Marina,Meila,
2355,Gabriel,Berson,
2501,David,Hoyle,
2501,Magnus,Rattray,
2537,Curt,Bererton,
2537,Geoffrey,Gordon,
2537,Sebastian,Thrun,
2515,Anuj,Srivastava,
2515,Washington,Mio,
2515,Xiuwen,Liu,
2515,Eric,Klassen,
2492,Reid,Harrison,
2368,Claudio,Fanti,
2368,Marzia,Polito,
2368,Pietro,Perona,
2450,Ji,Zhu,
2450,Saharon,Rosset,
2450,Robert,Tibshirani,
2450,Trevor,Hastie,
2424,Natalia,Gardiol,
2424,Leslie,Kaelbling,
2521,Gang,Ji,
2521,Jeff,Bilmes,
2519,Mark,Girolami,
2519,Ata,Kabán,
2372,Pascal,Poupart,
2372,Craig,Boutilier,
2477,Ingo,Steinwart,
2402,G.C.,Littlewort,
2402,M.S.,Bartlett,
2402,I.R.,Fasel,
2402,J.,Chenu,
2402,T.,Kanda,
2402,H.,Ishiguro,
2402,J.R.,Movellan,
2533,Francesco,Tenore,
2533,Ralph,Etienne-Cummings,
2533,M.,Lewis,
2510,John,Platt,
2360,Shai,Shalev-shwartz,
2360,Koby,Crammer,
2360,Ofer,Dekel,
2360,Yoram,Singer,
2363,Bob,Ricks,
2363,Dan,Ventura,
2393,Jason,Palmer,
2393,Bhaskar,Rao,
2393,David,Wipf,
2436,Tomohiro,Nakatani,
2436,Masato,Miyoshi,
2436,Keisuke,Kinoshita,
2478,Stuart,Andrews,
2478,Thomas,Hofmann,
2458,David,Ferguson,
2458,Aaron,Morris,
2458,Dirk,Hähnel,
2458,Christopher,Baker,
2458,Zachary,Omohundro,
2458,Carlos,Reverte,
2458,Scott,Thayer,
2458,Charles,Whittaker,
2458,William,Whittaker,
2458,Wolfram,Burgard,
2458,Sebastian,Thrun,
2530,Aaron,Courville,
2530,Geoffrey,Gordon,
2530,David,Touretzky,
2530,Nathaniel,Daw,
2398,Zhou,Wang,
2398,Eero,Simoncelli,
2469,Ting,liu,
2469,Andrew,Moore,
2469,Alexander,Gray,
2416,Peter,Bartlett,
2416,Michael,Jordan,
2416,Jon,Mcauliffe,
2473,Liam,Paninski,
2373,Matthew,Brand,
2442,Haifeng,Li,
2442,Tao,Jiang,
2442,Keshu,Zhang,
2449,Xuerui,Wang,
2449,Rebecca,Hutchinson,
2449,Tom,Mitchell,
2437,Joelle,Pineau,
2437,Geoffrey,Gordon,
2437,Sebastian,Thrun,
2502,Roland,Vollgraf,
2502,Michael,Scholz,
2502,Ian,Meinertzhagen,
2502,Klaus,Obermayer,
2487,Michael,Quinlan,
2487,Stephan,Chalup,
2487,Richard,Middleton,
2481,Edward,Snelson,
2481,Zoubin,Ghahramani,
2481,Carl,Rasmussen,
2528,Xavier,Carreras,
2528,Lluís,Màrquez,
2376,Eiji,Mizutani,
2376,James,Demmel,
2518,Corinna,Cortes,
2518,Mehryar,Mohri,
2464,Charles,Kemp,
2464,Thomas,Griffiths,
2464,Sean,Stromsten,
2464,Joshua,Tenenbaum,
2349,Chen,Yanover,
2349,Yair,Weiss,
2413,Matthew,Rudary,
2413,Satinder,Singh,
2472,Paul,Merolla,
2472,Kwabena,Boahen,
2346,Jeff,Bondy,
2346,Ian,Bruce,
2346,Suzanna,Becker,
2346,Simon,Haykin,
2534,Saori,Tanaka,
2534,Kenji,Doya,
2534,Go,Okada,
2534,Kazutaka,Ueda,
2534,Yasumasa,Okamoto,
2534,Shigeto,Yamawaki,
2504,Olivier,Bousquet,
2504,Olivier,Chapelle,
2504,Matthias,Hein,
2361,Susanne,Still,
2361,William,Bialek,
2361,Léon,Bottou,
2488,Mark,Paskin,
2420,Malte,Kuss,
2420,Carl,Rasmussen,
2441,Yuval,Aviel,
2441,David,Horn,
2441,Moshe,Abeles,
2466,Thomas,Griffiths,
2466,Michael,Jordan,
2466,Joshua,Tenenbaum,
2466,David,Blei,
2381,Lyndsey,Pickup,
2381,Stephen,Roberts,
2381,Andrew,Zisserman,
2408,Bernd,Porr,
2408,Ausra,Saudargiene,
2408,Florentin,Wörgötter,
2470,Thomas,Strohmann,
2470,Andrei,Belitski,
2470,Gregory,Grudic,
2470,Dennis,DeCoste,
2456,Alan,Fern,
2456,Sungwook,Yoon,
2456,Robert,Givan,
2457,Gal,Chechik,
2457,Amir,Globerson,
2457,Naftali,Tishby,
2457,Yair,Weiss,
2444,Eleazar,Eskin,
2444,Alex,Smola,
2444,S.v.n.,Vishwanathan,
2345,Philip,Derbeko,
2345,Ran,El-Yaniv,
2345,Ron,Meir,
2404,Tom,Heskes,
2404,Onno,Zoeter,
2404,Wim,Wiegerinck,
2529,Daniel,Neill,
2529,Andrew,Moore,
2512,Noam,Shental,
2512,Aharon,Bar-hillel,
2512,Tomer,Hertz,
2512,Daphna,Weinshall,
2507,Tijl,Bie,
2507,Nello,Cristianini,
2513,Kenji,Fukumizu,
2513,Francis,Bach,
2513,Michael,Jordan,
2506,Dengyong,Zhou,
2506,Olivier,Bousquet,
2506,Thomas,Lal,
2506,Jason,Weston,
2506,Bernhard,Schölkopf,
2397,Ben,Taskar,
2397,Carlos,Guestrin,
2397,Daphne,Koller,
2493,Amit,Gruber,
2493,Yair,Weiss,
2362,Jaco,Vermaak,
2362,Simon,Godsill,
2362,Arnaud,Doucet,
2387,Jean-yves,Audibert,
2387,Olivier,Bousquet,
2459,Gurinder,Atwal,
2459,William,Bialek,
2505,Amos,Storkey,
2453,Allan,Borodin,
2453,Ran,El-Yaniv,
2453,Vincent,Gogan,
2374,Woojae,Kim,
2374,Daniel,Navarro,
2374,Mark,Pitt,
2374,In,Myung,
2516,Liva,Ralaivola,
2516,Florence,d'Alché-Buc,
2509,Lorenzo,Torresani,
2509,Aaron,Hertzmann,
2509,Christoph,Bregler,
2352,Sanjiv,Kumar,
2352,Martial,Hebert,
2525,Pedro,Felzenszwalb,
2525,Daniel,Huttenlocher,
2525,Jon,Kleinberg,
2401,Brian,Fischer,
2401,Charles,Anderson,
2540,Neil,Lawrence,
2407,Yuan,Qi,
2407,Tom,Minka,
2532,Kohei,Hatano,
2532,Manfred K.,Warmuth,
2390,Xiaofeng,Wang,
2390,Tuomas,Sandholm,
2386,Kevin,Murphy,
2386,Antonio,Torralba,
2386,William,Freeman,
2498,Alina,Beygelzimer,
2498,Irina,Rish,
2445,Darya,Chudova,
2445,Christopher,Hart,
2445,Eric,Mjolsness,
2445,Padhraic,Smyth,
2365,Léon,Bottou,
2365,Yann,Cun,
2392,Peter,Dayan,
2392,Michael,Häusser,
2392,Michael,London,
2523,William,Campbell,
2523,Joseph,Campbell,
2523,Douglas,Reynolds,
2523,Douglas,Jones,
2523,Timothy,Leek,
2410,David,Barber,
2410,Felix,Agakov,
2429,Manfred,Opper,
2429,Ole,Winther,
2369,Nathan,Dunn,
2369,John,Conery,
2369,Shawn,Lockery,
2417,Jason,Weston,
2417,Bernhard,Schölkopf,
2417,Gökhan,Bakir,
2379,Yuanqing,Li,
2379,Shun-ichi,Amari,
2379,Sergei,Shishkin,
2379,Jianting,Cao,
2379,Fanji,Gu,
2379,Andrzej,Cichocki,
2423,Konrad,Körding,
2423,Daniel,Wolpert,
2480,Thomas,Griffiths,
2480,Joshua,Tenenbaum,
2514,Matthias,Hennig,
2514,Florentin,Wörgötter,
2395,Yoichi,Miyawaki,
2395,Masato,Okada,
2435,Alexander,Ihler,
2435,Erik,Sudderth,
2435,William,Freeman,
2435,Alan,Willsky,
2347,Nicholas,Hughes,
2347,Lionel,Tarassenko,
2347,Stephen,Roberts,
2409,Masakazu,Yagi,
2409,Hideo,Yamasaki,
2409,Tadashi,Shibata,
2455,H.,Kim,
2455,Michael,Jordan,
2455,Shankar,Sastry,
2455,Andrew,Ng,
2484,Felix A.,Wichmann,
2484,Arnulf,Graf,
2405,Rajat,Raina,
2405,Yirong,Shen,
2405,Andrew,McCallum,
2405,Andrew,Ng,
2527,Claudio,Gentile,
2486,Volker,Roth,
2486,Tilman,Lange,
2399,Denis,Chigirev,
2399,William,Bialek,
2403,Thore,Graepel,
2403,Ralf,Herbrich,
